report_date,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,noncomm_postions_spread_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all
2017-12-26,456470,202590,66642,57643,155469,304938,40768,27247
2018-01-02,500731,241428,78160,60048,155104,332704,44151,29819
2018-01-09,555455,289161,85873,69270,150099,370370,46925,29942
2018-01-16,582333,301863,90152,73170,158202,390709,49098,28302
2018-01-23,582421,305812,91128,64523,161458,396010,50628,30760
2018-01-30,559332,298327,91065,57648,154690,379766,48667,30853
2018-02-06,535321,273828,82951,60557,158650,364101,42286,27712
2018-02-13,511745,251860,76254,64242,150847,345383,44796,25866
2018-02-20,528154,257205,66283,67636,154913,369791,48400,24444
2018-02-27,532860,251981,73263,72017,161527,361323,47335,26257
2018-03-06,508100,245587,61764,62811,153421,358324,46281,25201
2018-03-13,526762,234431,66483,82713,161604,350414,48014,27152
2018-03-20,545499,223882,75151,102004,173307,340577,46306,27767
2018-03-27,529690,259032,55678,63396,157443,383803,49819,26813
2018-04-03,493141,234677,68088,52011,162608,351473,43845,21569
2018-04-10,499588,234457,79085,52761,166796,342448,45574,25294
2018-04-17,510229,237288,74219,52500,173535,358797,46906,24713
2018-04-24,506410,225804,89158,54354,175715,337515,50537,25383
2018-05-01,507756,209577,102798,66156,179735,311607,52288,27195
2018-05-08,491398,198548,91108,57613,181586,316570,53651,26107
2018-05-15,519958,201468,109025,65319,195925,314014,57246,31600
2018-05-22,502942,189677,98720,55606,203101,318676,54558,29940
2018-05-29,469382,193652,78522,52942,171361,308050,51427,29868
2018-06-05,450641,185321,73905,50712,164024,298371,50584,27653
2018-06-12,448695,192752,72512,48368,159416,300003,48159,27812
2018-06-19,468345,202915,106403,56882,161475,275599,47073,29461
2018-06-26,468573,195118,118446,51434,171601,266564,50420,32129
2018-07-03,494164,210483,132156,59665,172917,266067,51099,36276
2018-07-10,503593,214310,132876,70367,165561,265955,53355,34395
2018-07-17,528278,218427,160586,77094,181266,254901,51491,35697
2018-07-24,496620,220620,172023,58618,162640,228308,54742,37671
2018-07-31,452655,209255,173918,48128,145254,193172,50018,37437
2018-08-07,459474,208292,195604,48577,154203,179812,48402,35481
2018-08-14,476739,211779,215467,54392,164195,171545,46373,35335
2018-08-21,483730,213500,222210,58806,166529,168214,44895,34500
2018-08-28,479283,207370,210433,60824,165581,173843,45508,34183
2018-09-04,473118,199762,213259,55455,168732,162207,49169,42197
2018-09-11,469450,198367,205957,54025,169192,169179,47866,40289
2018-09-18,469436,197797,208641,56478,171293,169602,43868,34715
2018-09-25,460279,192940,210588,51897,167904,160824,47538,36970
2018-10-02,459776,192490,214312,48629,169371,160496,49286,36339
2018-10-09,465253,179746,217921,63757,174309,148443,47441,35132
2018-10-16,474418,189200,171533,71278,166143,198139,47797,33468
2018-10-23,477832,192578,163190,73950,163414,209934,47890,30758
2018-10-30,474941,168754,155560,91460,165857,197062,48870,30859
2018-11-06,494911,169141,150115,103258,173897,212033,48615,29505
2018-11-13,539520,168416,177663,122818,201354,203177,46932,35862
2018-11-20,525940,165506,156610,115384,201259,224399,43791,29547
2018-11-27,442801,156779,154908,65544,172358,188458,48120,33891
2018-12-04,399919,173019,124018,52329,135067,193316,39504,30256
2018-12-11,402250,169600,109101,53101,134285,211653,45264,28395
2018-12-18,412485,182168,106208,53411,132148,224823,44758,28043
2018-12-24,442727,208622,97637,60149,130090,258309,43866,26632
2018-12-31,451360,210141,86369,64227,130285,274899,46707,25865
2019-01-08,455232,199560,100344,69559,137605,258792,48508,26537
2019-01-15,501605,201796,113883,71416,179059,287172,49334,29134
2019-01-22,513509,186510,112006,80981,197278,289355,48740,31167
2019-01-29,483390,212318,112725,58008,163922,282531,49142,30126
2019-02-05,479736,218200,109105,53593,157588,288830,50355,28208
2019-02-12,476083,214170,109296,53388,159676,285787,48849,27612
2019-02-19,504639,254086,108439,53521,146161,312638,50871,30041
2019-02-26,501268,236835,101139,65402,146042,305887,52989,28840
2019-03-05,471311,202628,114610,59730,155732,269729,53221,27242
2019-03-12,530030,205250,126431,75211,192029,300503,57540,27885
2019-03-19,514163,204325,115929,68691,186704,302363,54443,27180
2019-03-26,509575,214897,94959,69207,161201,312635,64270,32774
2019-04-02,440170,193784,99228,56826,139514,257744,50046,26372
2019-04-09,447539,199507,94143,61105,132478,265287,54449,27004
2019-04-16,440581,183213,126940,58444,145702,224132,53222,31065
2019-04-23,440048,176691,139296,59299,154403,211799,49655,29654
2019-04-30,430011,177275,111056,56305,147288,235600,49143,27050
2019-05-07,450039,185801,110390,73060,142078,238437,49100,28152
2019-05-14,517995,226361,101825,78759,159444,296627,53431,40784
2019-05-21,508643,203628,114823,83533,167827,275765,53655,34522
2019-05-28,505126,194463,107775,62206,191290,301244,57167,33901
2019-06-04,481495,240477,84362,56898,132517,305093,51603,35142
2019-06-11,496663,250114,65876,59835,137719,339746,48995,31206
2019-06-18,525636,274633,70310,56655,141993,365848,52355,32823
2019-06-25,577605,298108,61554,59841,160228,420378,59428,35832
2019-07-02,605949,312702,53756,71633,160282,447104,61332,33456
2019-07-09,598977,306105,61342,62529,163955,442371,66388,32735
2019-07-16,601900,309535,64034,48434,175785,453193,68146,36239
2019-07-23,616859,311881,60631,56198,175785,463624,72995,36406
2019-07-30,563298,312214,57826,45699,141164,429131,64221,30642
2019-08-06,600317,350558,58013,49905,137010,461335,62844,31064
2019-08-13,593962,346223,56133,47458,136823,460550,63458,29821
2019-08-20,594807,352294,52301,45250,133408,469658,63855,27598
2019-08-27,636183,362609,65771,54297,148866,482672,70411,33443
2019-09-03,634358,365385,64838,55608,147717,485458,65648,28454
2019-09-10,614753,334114,64389,61037,156061,461672,63541,27655
2019-09-17,630990,341511,58912,65382,163008,481407,61089,25289
2019-09-24,658944,370393,57949,61489,163585,508730,63477,30776
2019-10-01,604885,322800,53807,58499,163050,466738,60536,25841
2019-10-08,616957,334383,58820,53301,167755,478697,61518,26139
2019-10-15,607387,319370,66343,57254,167700,455975,63063,27815
2019-10-22,625528,322917,63785,67189,171329,466686,64093,27868
2019-10-29,643442,335423,58908,65405,176997,478213,65617,40916
2019-11-05,690181,344591,64763,98524,181688,498826,65378,28068
2019-11-12,708463,323189,56123,107486,210067,511535,67721,33319
2019-11-19,719211,337296,51437,109736,206626,525721,65553,32317
2019-11-26,669268,325286,53652,93522,191548,497015,58912,25079
2019-12-03,701016,346525,55820,93891,203920,526707,56680,24598
2019-12-10,690003,329169,58249,101409,203374,505657,56051,24688
2019-12-17,716987,344493,58218,114165,202432,521051,55897,23553
2019-12-24,748737,364310,58658,122022,203204,543600,59201,24457
2019-12-31,786166,381620,53695,140611,202925,569416,61010,22444
2020-01-07,785857,383480,61189,139363,202452,558533,60562,26772
2020-01-14,796883,376809,57574,137119,221358,571177,61597,31013
2020-01-21,793829,374793,57098,141474,212445,564348,65117,30909
2020-01-28,715539,376401,46309,86056,192300,553114,60782,30060
2020-02-04,654572,355909,56103,61212,176786,508473,60665,28784
2020-02-11,658024,356535,48561,59263,181629,519420,60597,30780
2020-02-18,715317,408349,54700,66606,175519,561131,64843,32880
2020-02-25,732917,389339,53474,90728,176619,552240,76231,36475
2020-03-03,691985,366173,46440,85359,178134,529145,62319,31041
2020-03-10,633470,336290,36759,54064,182948,511252,60168,31395
2020-03-17,573925,317405,35489,50438,154761,456470,51321,31528
2020-03-24,547334,317928,29562,43879,135711,447534,49816,26359
2020-03-31,495652,287529,28680,32344,128083,412042,47696,22586
2020-04-07,480050,279880,30938,29821,118885,394496,51464,24795
2020-04-14,489965,286617,34116,33338,116839,397247,53171,25264
2020-04-21,493158,282263,32692,40929,116808,396881,53158,22656
2020-04-28,500816,287382,24653,44448,114902,408531,54084,23184
2020-05-05,490343,275571,25567,40010,120045,401681,54717,23085
2020-05-12,496739,277771,34943,35158,126023,404556,57787,22082
2020-05-19,528205,295394,43606,39245,133715,423889,59851,21465
2020-05-26,519374,288148,50234,39951,131977,406299,59298,22890
2020-06-02,475745,272196,53162,37007,108654,365277,57888,20299
2020-06-09,475661,263972,55359,46644,110115,353572,54930,20086
2020-06-16,489563,277395,53047,46087,110922,368942,55159,21487
2020-06-23,532101,308459,56502,47555,114410,401702,61677,26342
2020-06-30,561628,328942,62272,53868,116697,418160,62121,27328
2020-07-07,572776,337030,69672,54030,118424,421016,63292,28058
2020-07-14,580175,330205,67777,59596,125909,427927,64465,24875
2020-07-21,603138,334237,67801,71987,129690,433549,67224,29801
2020-07-28,598629,312588,75787,80837,139803,418180,65401,23825
2020-08-04,561837,321847,83101,53454,119109,395454,67427,29828
2020-08-11,553345,306867,82814,55281,123125,391456,68072,23794
2020-08-18,544010,302369,78851,51177,123511,391282,66953,22700
2020-08-25,549282,301559,80521,53072,128266,394711,66385,20978
2020-09-01,547704,306118,75322,50981,121254,398660,69351,22741
2020-09-08,557457,313173,76700,54949,122050,403090,67285,22718
2020-09-15,578925,324512,83535,59586,126290,411476,68537,24328
2020-09-22,575877,309015,89955,59292,137900,404308,69670,22322
2020-09-29,562396,316106,72447,48077,133657,419835,64556,22037
2020-10-06,555555,320922,72335,43710,124401,412869,66522,26641
2020-10-13,553197,326986,86315,42010,116429,401084,67772,23788
2020-10-20,562993,340206,90602,39875,116918,411042,65994,21474
2020-10-27,560900,326063,77429,49849,114210,410672,70778,22950
2020-11-03,544774,321798,78889,47471,108679,398017,66826,20397
2020-11-10,547449,318516,78780,53544,111142,394565,64247,20560
2020-11-17,557533,329698,78428,56853,106681,401253,64301,20999
2020-11-24,555253,320324,76422,60914,108625,393454,65390,24463
2020-12-01,538042,324344,64030,48151,110108,403371,55439,22490
2020-12-08,549520,338271,69051,51481,104016,404739,55752,24249
2020-12-15,550366,340610,69026,50941,101736,408078,57079,22321
2020-12-21,560769,349870,71674,52816,99303,414402,58780,21877
2020-12-29,556414,341812,72940,54593,101283,408537,58726,20344
2021-01-05,568888,349946,70628,59807,97405,418328,61730,20125
2021-01-12,555538,313217,66990,73535,105980,396281,62806,18732
2021-01-19,541330,307507,60869,73648,99444,386911,60731,19902
2021-01-26,534574,313532,55986,65184,94890,393838,60968,19566
2021-02-02,520011,314352,57226,56076,90132,388089,59451,18620
2021-02-09,506741,309326,57919,51574,87800,379995,58041,17253
2021-02-16,503016,303583,68614,49141,91152,366230,59140,19031
2021-02-23,481125,284081,68348,49235,92086,343815,55723,19727
2021-03-02,467008,265533,75895,53221,94844,317047,53410,20845
2021-03-09,473871,254839,79676,59860,104656,312536,54516,21799
2021-03-16,476467,256237,76041,54258,115396,324871,50576,21297
2021-03-23,485457,262774,88707,55845,116781,318584,50057,22321
2021-03-30,467321,263453,95925,42816,112072,305798,48980,22782
2021-04-06,463353,275703,86194,43153,98196,312995,46301,21011
2021-04-13,460733,269513,88639,42820,100227,309015,48173,20259
2021-04-20,471738,275985,94487,44475,100905,314098,50373,18678
2021-04-27,473305,270717,100098,44657,103732,310909,54199,17641
2021-05-04,470341,270194,99453,45060,103961,305884,51126,19944
2021-05-11,498693,282161,89906,50381,111751,338835,54400,19571
2021-05-18,520410,290267,91378,53158,121839,354740,55146,21134
2021-05-25,510164,288266,73624,51363,111024,361893,59511,23284
2021-06-01,489198,288826,75125,44080,102986,351161,53306,18832
2021-06-08,491858,288781,79394,45752,103496,348302,53829,18410
2021-06-15,480127,273947,81911,43537,106323,337549,56320,17130
2021-06-22,453940,253153,86939,41805,105830,308212,53152,16984
2021-06-29,453360,254206,91980,40708,107398,302518,51048,18154
2021-07-06,465811,270545,87724,37663,107675,322401,49928,18023
2021-07-13,495798,275543,84707,57737,112439,333467,50079,19887
2021-07-20,490520,277312,81340,40467,123541,352089,49200,16624
2021-07-27,500187,273688,74300,61921,116498,345312,48080,18654
2021-08-03,485663,273143,76808,39580,121349,352633,51591,16642
2021-08-10,477232,277260,108854,27767,124720,320361,47485,20250
2021-08-17,485485,284437,92895,33432,123301,337301,44315,21857
2021-08-24,504735,299084,88431,38033,123101,357779,44517,20492
2021-08-31,507113,311004,94454,32699,119896,360408,43514,19552
2021-09-07,506772,306017,99978,31635,119906,355714,49214,19445
2021-09-14,506356,306988,99228,33119,119152,353403,47097,20606
2021-09-21,492765,296670,109023,31152,119307,331951,45636,20639
2021-09-28,490858,293814,125415,28150,124073,314224,44821,23069
2021-10-05,483789,295939,113357,29604,114229,317931,44017,22897
2021-10-12,484382,298503,112964,31363,110697,318311,43819,21744
2021-10-19,485974,299882,106533,32770,107128,326318,46194,20353
2021-10-26,509794,313646,99086,45018,103423,343077,47707,22613
2021-11-02,507616,311091,95962,49897,100692,340569,45936,21188
2021-11-09,571025,341111,90930,74623,105197,380686,50094,24786
2021-11-16,612612,360529,100749,74271,125758,413297,52054,24295
2021-11-23,559823,326409,91998,57007,121027,388861,55380,21957
2021-11-30,531868,310253,84393,50396,119562,378165,51657,18914
2021-12-07,499307,300518,83333,47489,103942,349565,47358,18920
2021-12-14,503709,298142,95741,49449,107421,338832,48697,19687
2021-12-21,500846,296628,90817,49970,104997,341026,49251,19033
2021-12-28,508912,303879,90723,50740,103172,348836,51121,18613
2022-01-04,502717,296583,85228,56476,104258,341716,45400,19297
2022-01-11,546516,290102,90365,91799,116292,341365,48323,22987
2022-01-18,539204,290528,96321,68934,132764,353832,46978,20117
2022-01-25,572078,313415,93264,77786,130208,379954,50669,21074
2022-02-01,515331,275994,103852,64885,127633,328975,46819,17619
2022-02-08,512842,279559,92853,62086,126328,337762,44869,20141
2022-02-15,558645,313269,99656,71850,126837,365712,46689,21427
2022-02-22,611488,350096,106948,82620,129682,399404,49090,22516
2022-03-01,615600,354177,96555,83926,127231,413040,50266,22079
2022-03-08,638502,364618,90230,78523,139397,446343,55964,23406
2022-03-15,617605,346731,84943,65499,151045,448486,54330,18677
2022-03-22,605191,328660,80628,68051,155039,436634,53441,19878
2022-03-29,574521,327632,70036,64817,133050,418987,49022,20681
2022-04-05,560666,324570,79029,59812,124506,403264,51778,18561
2022-04-12,577639,338164,83877,58584,125627,413720,55264,21458
2022-04-19,575202,330745,90988,60268,129157,404682,55032,19264
2022-04-26,557785,310511,92487,68790,127546,376840,50938,19668
2022-05-03,560441,293439,94271,84937,130795,362647,51270,18586
2022-05-10,571447,288947,95632,98151,132251,360007,52098,17657
2022-05-17,555756,283011,107651,84470,137687,344566,50588,19069
2022-05-24,530098,282202,98389,70121,130364,342311,47411,19277
2022-05-31,513722,269459,96870,62264,135360,335416,46639,19172
2022-06-07,494130,270356,95088,62719,116965,316851,44090,19472
2022-06-14,497456,266596,111998,63208,121926,300495,45726,21755
2022-06-21,500276,268119,104832,67732,120045,306974,44380,20738
2022-06-28,497005,268712,111019,66432,117038,299045,44823,20509
2022-07-05,498210,267806,122146,68182,118289,283874,43933,24008
2022-07-12,542493,251126,133005,107614,131170,268958,52583,32916
2022-07-19,524786,241004,146049,88385,152103,264365,43294,25987
2022-07-26,487515,241661,148971,61026,142007,250429,42821,27089
2022-08-02,459649,242128,117802,52340,127700,263265,37481,26242
2022-08-09,453540,242906,100055,50727,121980,276534,37927,26224
2022-08-16,453960,238196,97032,55372,122566,276275,37826,25281
2022-08-23,457762,237427,111580,55850,126193,264265,38292,26067
2022-08-30,459165,235314,117580,58398,126535,256214,38918,26973
2022-09-06,465908,231527,127670,65900,129683,243747,38798,28591
2022-09-13,463674,225932,128588,70236,126950,237888,40556,26962
2022-09-20,469395,214557,148835,72476,141862,217290,40500,30794
2022-09-27,457061,207154,155073,70221,139361,201499,40325,30268
2022-10-04,437065,215964,127579,67946,116451,212999,36704,28541
2022-10-11,431395,212561,118141,68979,112867,216595,36988,27680
2022-10-18,434701,210890,133934,69452,115073,205103,39286,26212
2022-10-25,456072,212853,144821,80497,123085,203298,39637,27456
2022-11-01,467276,216341,151718,86687,125689,200471,38559,28400
2022-11-08,488471,223135,140797,101104,126187,217331,38045,29239
2022-11-15,495171,227282,101013,95881,135035,269343,36973,28934
2022-11-22,449542,214284,98171,61208,133754,263818,40296,26345
2022-11-29,433661,209161,99158,56370,134184,253417,33946,24716
2022-12-06,422100,211472,96347,55265,117578,247657,37785,22831
2022-12-13,437040,224409,98760,55414,119908,258437,37309,24429
2022-12-20,436653,226136,97288,55356,116465,258979,38696,25030
2022-12-27,440040,229525,92645,54347,116744,270520,39424,22528
2023-01-03,449393,230801,89135,62735,113520,273494,42337,24029
2023-01-10,481519,243566,93031,79862,111718,284196,46373,24430
2023-01-17,491818,246874,93634,74002,122814,298727,48128,25455
2023-01-24,499927,253311,95638,71317,127419,307973,47880,24999
2023-01-31,471642,256417,96136,51094,120147,300667,43984,23745
2023-02-07,439755,223298,94483,49579,118802,271768,48076,23925
2023-02-14,426116,210374,104845,49486,120812,249884,45444,21901
2023-02-21,422648,210185,103084,49467,119040,248395,43956,21702
2023-02-28,426890,208419,99826,53122,123391,250878,41958,23064
2023-03-07,458474,215574,117100,73866,125394,244314,43640,23194
2023-03-14,459064,230823,90492,63989,122457,277897,41795,26686
2023-03-21,469874,237891,79286,62681,121678,305246,47624,22661
2023-03-28,478611,245135,63505,54302,131786,333294,47388,27510
2023-04-04,476592,266164,70948,44819,116869,335119,48740,25706
2023-04-11,476567,260165,67420,47590,119710,336258,49102,25299
2023-04-18,482254,260061,70168,48050,123496,339921,50647,24115
2023-04-25,473209,253186,67922,44457,124518,336446,51048,24384
2023-05-02,493804,262413,66846,56438,127451,345035,47502,25485
2023-05-09,518951,266472,70658,69482,130985,353500,52012,25311
2023-05-16,521832,255250,75436,73408,138322,349879,54852,23109
2023-05-23,479080,236149,75417,50620,142984,330007,49327,23036
2023-05-30,449515,237306,67990,35269,133329,323334,43611,22922
2023-06-06,436301,237467,61826,34876,116363,314550,47595,25049
2023-06-13,432898,227317,67108,36167,120461,306523,48953,23100
2023-06-20,438037,229308,66333,39908,121419,307956,47402,23840
2023-06-27,431861,220881,68971,43884,119054,294389,48042,24617
2023-07-03,448063,235081,71984,52587,114905,299622,45490,23870
2023-07-11,483170,240546,74792,81216,114790,302539,46618,24623
2023-07-18,482104,263740,70392,57082,115498,329213,45784,25417
2023-07-25,476176,248229,74590,55156,125491,323701,47300,22729
2023-08-01,439383,238985,74061,39534,117610,304455,43254,21333
2023-08-08,427759,228846,85861,40027,113890,281444,44996,20427
2023-08-15,433611,233078,111942,40134,116062,257992,44337,23543
2023-08-22,430239,226340,124394,40941,117646,238682,45312,26222
2023-08-29,442806,236054,112782,44853,118132,258726,43767,26445
2023-09-05,438672,235802,97796,45448,111456,269695,45966,25733
2023-09-12,441221,235704,111840,45715,113062,257872,46740,25794
2023-09-19,438078,237716,102553,46427,110014,262946,43921,26152
2023-09-26,435620,235560,119745,44003,110844,245680,45213,26192
2023-10-03,431226,228406,137180,46898,110666,222648,45256,24500
2023-10-10,436499,220332,148899,50356,121341,211769,44470,25475
2023-10-17,439581,231412,118674,57244,110062,238061,40863,25602
2023-10-24,463476,251469,102084,63698,106180,272053,42129,25641
2023-10-31,475808,261053,97628,63992,105971,288678,44792,25510
2023-11-07,484347,261653,95437,66559,110651,296742,45484,25609
2023-11-14,486634,254352,98976,76145,110728,287747,45409,23766
2023-11-21,508429,269701,97996,78832,115937,306172,43959,25429
2023-11-28,505658,289845,89761,54567,115596,334188,45650,27142
2023-12-05,487469,288840,85296,47953,103193,330138,47483,24082
2023-12-12,469939,273536,85303,44236,105710,318518,46457,21882
2023-12-19,481203,280972,79633,46653,105559,332617,48019,22300
2023-12-26,491343,289843,82125,47513,105951,338296,48036,23409
2024-01-02,500364,290706,83057,51654,108804,344282,49200,21371
2024-01-09,489849,271665,83051,61121,106489,324190,50574,21487
2024-01-16,489334,262360,82467,68047,109287,316707,49640,22113
2024-01-23,465872,241100,71626,66034,113094,305187,45644,23025
2024-01-30,430328,219222,71431,48217,117525,288043,45364,22637
2024-02-06,419121,228623,66885,44291,104344,284585,41863,23360
2024-02-13,420812,217505,86337,49550,109529,262509,44228,22416
2024-02-20,407063,211034,70772,47764,106419,265830,41846,22697
2024-02-27,411195,214948,73312,48872,108432,266784,38943,22227
2024-03-05,471616,264148,72855,58663,104023,310815,44782,29283
2024-03-12,516057,283062,81460,55571,129432,347705,47992,31321
2024-03-19,535047,278732,77130,69082,138102,355632,49131,33203
2024-03-26,503642,265647,66353,48217,141774,360114,48004,28958
2024-04-02,500045,281399,74149,42601,127114,352828,48931,30467
2024-04-09,505214,279799,77380,45762,128094,352676,51559,29396
2024-04-16,517193,278777,76854,55487,132684,355442,50245,29410
2024-04-23,516249,279535,76644,58717,129083,355955,48914,24933
2024-04-30,519791,278850,74640,63742,126925,354423,50274,26986
2024-05-07,529835,272144,72577,78091,124899,352165,54701,27002
2024-05-14,522952,277642,73146,59094,133583,365693,52633,25019
2024-05-21,530591,300729,70923,56084,118514,377177,55264,26407
2024-05-28,485430,286737,50152,37984,109181,370131,51528,27163
2024-06-04,447488,284566,47264,29697,83418,349349,49807,21178
2024-06-11,436857,276769,42843,27603,82174,342685,50311,23726
2024-06-18,444345,287147,44063,26099,83440,351170,47659,23013
2024-06-25,452190,284885,38656,32318,86551,358039,48436,23177
2024-07-02,454730,280117,38574,40014,86905,351704,47694,24438
2024-07-09,516324,303043,48268,69751,92907,373536,50623,24769
2024-07-16,579862,349827,64803,66180,110041,419345,53814,29534
2024-07-23,572306,341600,68526,74764,102237,403162,53705,25854
2024-07-30,510914,313364,66763,48604,99015,371872,49931,23675
2024-08-06,480645,298119,59370,42879,88442,357476,51205,20920
2024-08-13,505872,328769,61505,38402,88313,380815,50388,25150
2024-08-20,532867,355551,64298,38166,86232,402738,52918,27665
2024-08-27,521759,343330,48885,38638,85102,407421,54689,26815
2024-09-03,511136,339157,51599,40365,80416,392303,51198,26869
2024-09-10,511501,340006,57505,42326,78232,385131,50937,26539
2024-09-17,537627,369734,59668,40270,74647,409774,52976,27915
2024-09-24,564640,387572,72182,46911,76713,416419,53444,29128
2024-10-01,533107,370051,70120,42766,67099,394623,53191,25598
2024-10-08,520316,348891,70711,51028,68957,372933,51440,25644
2024-10-15,541232,357494,71060,63220,70028,382686,50490,24266
2024-10-22,573760,371813,75609,81488,66245,390946,54214,25717
2024-10-29,579468,366636,87983,90465,68935,372606,53432,28414
2024-11-05,558034,336816,81487,95294,73287,356346,52637,24907
2024-11-12,535981,316225,79774,87571,75347,340929,56838,27707
2024-11-19,502952,309354,74987,67718,73459,335781,52421,24466
2024-11-26,472660,303401,53063,50308,72377,344897,46574,24392
2024-12-03,462040,307611,47875,42841,63251,349526,48337,21798
2024-12-10,483346,324332,48746,46541,66025,362896,46448,25163
2024-12-17,466571,302978,40937,54193,61012,346245,48388,25196
2024-12-24,454646,289416,41787,59281,58136,331472,47813,22106
2024-12-31,458584,282907,35628,67921,60399,331695,47357,23340
2025-01-07,477043,291721,36810,75074,62674,341320,47574,23839
2025-01-14,526467,312568,33205,73574,92075,394527,48250,25161
2025-01-21,571387,337289,36505,88344,95116,421724,50638,24814
2025-01-28,577505,338371,38962,79876,110034,433756,49224,24911
2025-02-04,542004,356500,53992,61604,74378,402553,49522,23855
2025-02-11,528719,343766,59262,62822,72622,382510,49509,24125
2025-02-18,522330,334043,65369,65012,72393,368464,50882,23485
2025-02-25,512179,316948,55323,74632,71796,359896,48803,22328
2025-03-04,489270,303132,59871,70823,65713,336828,49602,21748
2025-03-11,511276,296172,60072,76812,84545,349733,53747,24659
2025-03-18,533566,321654,63722,67522,91549,376717,52841,25605
2025-03-25,511482,316572,66776,55220,86838,365436,52852,24050
2025-04-01,498746,327936,89502,51247,68875,333936,50688,24061
2025-04-08,445468,269833,69118,55935,69214,301397,50486,19018
2025-04-15,456628,271707,69497,63004,70568,302480,51349,21647
2025-04-22,465351,258896,83518,64423,91128,293396,50904,24014
2025-04-29,451868,240377,77059,68029,92787,283548,50675,23232
2025-05-06,452414,237445,74948,75093,87244,279347,52632,23026
2025-05-13,440842,238191,76982,62669,88412,279619,51570,21572
2025-05-20,448000,238062,74081,65629,90256,287904,54053,20386
2025-05-27,437538,234087,59903,59401,87509,295096,56541,23138
2025-06-03,415941,246982,59077,46058,70905,291731,51996,19075
2025-06-10,417143,245995,58514,48708,68432,291150,54008,18771
2025-06-17,441214,260586,59938,53104,71684,309411,55840,18761
2025-06-24,434958,256077,61073,50549,73323,303883,55009,19453
2025-07-01,437662,258631,56651,56887,68820,304889,53324,19235
2025-07-08,443144,261685,58717,53293,71875,310229,56291,20905
2025-07-15,448531,270227,57112,45339,75989,326677,56976,19403
2025-07-22,489423,311949,58911,46696,76726,359063,54052,24753
2025-07-29,445259,281241,57645,31709,79093,338172,53216,17733
2025-08-05,449647,292194,55144,30781,74075,344221,52597,19501
2025-08-12,446152,288115,58630,40954,63427,326492,53656,20076
2025-08-19,438541,275277,62687,40496,66670,316635,56098,18723
2025-08-26,443760,275767,61456,38373,72908,323873,56712,20058
2025-09-02,492908,315796,66266,46558,73919,347817,56635,32267
2025-09-09,509625,324875,63135,51910,73850,347225,58990,47355
2025-09-16,516221,326778,60368,50704,77867,380238,60872,24911
2025-09-23,528789,332808,66059,55327,82971,381374,57683,26029
2025-09-30,493748,318804,65896,48548,68872,357108,57524,22196
2025-10-07,485559,300798,68842,50588,77599,341371,56574,24758
2025-10-14,485788,278405,74489,56097,92027,328894,59259,26308
2025-10-21,472421,253851,77242,54802,107847,317964,55921,22413
2025-10-28,457122,266308,61644,48419,89653,326680,52742,20379
2025-11-04,450399,256572,54265,51811,88355,324897,53661,19426
2025-11-10,459997,265916,58847,50263,87076,331899,56742,18988
2025-11-18,471953,269556,59217,51157,97001,342586,54239,18993
2025-11-25,432946,253266,48678,43250,82657,324060,53773,16958
2025-12-02,418490,261331,43771,41200,60147,315495,55812,18024
2025-12-09,432569,268485,44599,44892,63707,326286,55485,16792
2025-12-16,471093,280920,46942,56723,74655,349013,58795,18415
2025-12-23,492103,290161,49461,63839,75835,359361,62268,19442
2025-12-30,481866,275592,44419,63803,82254,357500,60217,16144
2026-01-06,488116,274435,46803,73345,80218,352253,60118,15715
2026-01-13,527455,296183,44945,81670,83382,380488,66220,20352
2026-01-20,528004,295772,51002,84227,85869,375558,62136,17217
2026-01-27,488463,252100,46704,77486,96200,344485,62677,19788
2026-02-03,409694,214508,48904,50612,87964,295742,56610,14436
2026-02-10,404391,212808,52796,49929,88738,286476,52916,15190
2026-02-17,407078,213432,53517,53588,88237,285019,51821,14954
2026-02-24,420182,211649,52472,54563,86198,287004,67772,26143
2026-03-03,409789,213752,53607,56077,84834,285417,55126,14688
2026-03-10,413956,215445,52313,59807,85280,288256,53424,13580
2026-03-17,411388,215961,56092,56330,86184,284832,52913,14134
2026-03-24,403925,220861,52534,56794,76997,280825,49273,13772
2026-03-31,361409,207602,44400,44493,58697,260337,50617,12179
2026-04-07,354877,205368,49063,42663,57729,251480,49117,11671
2026-04-14,362274,210009,47483,44940,55757,256839,51568,13012
2026-04-21,365842,212893,48887,44465,56261,259201,52223,13289
2026-04-28,369530,211818,52247,47879,60553,255366,49280,14038
2026-05-05,367932,211814,48511,48636,58230,257165,49252,13620
2026-05-12,376496,219793,48171,49027,57725,267983,49951,11315
2026-05-19,379325,211018,51185,51705,69520,261149,47082,15286
2026-05-26,353489,200704,46444,30995,74641,260407,47149,15643
2026-06-02,326052,206096,30076,22449,53851,260196,43656,13331
2026-06-09,332709,207984,34147,22848,58986,260022,42891,15692
2026-06-16,339330,211127,30907,26017,58220,265783,43966,16623
2026-06-23,352167,217028,35689,31295,64579,269983,39265,15200
2026-06-30,369541,229619,35600,31769,59118,280188,49035,21984
2026-07-07,371776,233713,39467,32863,59564,281846,45636,17600
2026-07-14,383689,227310,40628,32321,79639,294427,44419,16313
2026-07-21,383368,224785,40875,31983,80457,293656,46143,16854
